,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
57,1.02561,1.02548,1.02571,1.02556,1.02566,1.02598,1.02626,1.02665,1.0226,1.02342,1.02358,1.05694,1.01349,1.02018,1.00202,1.02568,1.00073,0.997902,0.995536,1.01995,0.973007,0.970996,0.99529,1.00822,1.00377,1.00261,0.988781,0.988305,0.97555,0.976588,0.973081,0.978582,0.979782,0.979322,0.991029,1.02429,1.0285,1.02265,1.0213,1.03057,1.00829,0.999389,0.998015,1.00293,1.02442,1.00312,1.00025,1.01255,1.01757,1.02511,1.02521,1.01624,0.985976,0.983188,0.983744,0.984157,0.986236,0.988487,0.98812,0.987472,1.03127,1.03576,1.03402,1.02337,1.02772,1.01918,1.01661,1.01658,1.015,1.01324,1.01241,1.00378,1.02944,1.02269,1.01991,1.02399,1.0425,1.04162,1.0406,1.03515,1.0224,1.01372,1.01248,1.01575,
58,1.03188,1.03172,1.03189,1.03177,1.03126,1.03182,1.03222,1.03264,1.02662,1.02765,1.02785,1.05911,1.02568,1.03257,1.01267,1.04367,1.00848,1.0047,1.00218,1.02896,0.979491,0.976712,0.999121,1.01288,1.02384,1.02164,1.00767,1.0014,0.985197,0.986366,0.983077,0.976659,0.985483,0.985877,0.992198,1.02879,1.03265,1.0291,1.02734,1.03394,1.01759,1.00662,1.0055,1.00946,1.02896,1.00357,1.00168,1.0201,1.01777,1.02675,1.02733,1.01821,0.988527,0.986396,0.987075,0.987281,0.988487,0.98598,0.984986,0.986314,1.03963,1.03765,1.03556,1.03101,1.03696,1.02813,1.02531,1.02543,1.02266,1.01567,1.01393,1.00638,1.02889,1.0204,1.01873,1.02252,1.05191,1.0503,1.04895,1.0418,1.01991,1.01174,1.01127,1.01672,
59,1.03238,1.03221,1.03239,1.03226,1.03169,1.03227,1.03267,1.0331,1.02709,1.02815,1.02834,1.05901,1.0262,1.03289,1.01305,1.04534,1.00875,1.00487,1.0023,1.02911,0.979426,0.976663,0.998173,1.01305,1.02483,1.02266,1.00831,1.00244,0.985631,0.986881,0.98359,0.97491,0.984874,0.985447,0.990609,1.02939,1.03286,1.02931,1.02752,1.03395,1.01829,1.00687,1.00582,1.00968,1.02893,1.00334,1.00161,1.02093,1.01609,1.02492,1.02561,1.0168,0.987582,0.98553,0.986271,0.986548,0.98812,0.984986,0.983857,0.985332,1.03911,1.03587,1.03363,1.03024,1.03672,1.0278,1.02491,1.02509,1.02221,1.01433,1.01246,1.00509,1.02536,1.01668,1.01517,1.01888,1.0494,1.04767,1.04616,1.03863,1.0164,1.00863,1.00836,1.01412,
60,1.02754,1.02737,1.0276,1.02745,1.02742,1.0278,1.02806,1.02847,1.02449,1.02537,1.02549,1.05286,1.01812,1.0235,1.00573,1.03285,1.00427,1.00116,0.998497,1.02047,0.976837,0.974854,0.993119,1.01062,1.01155,1.01049,0.995965,0.995352,0.982003,0.983144,0.979625,0.973818,0.98099,0.981261,0.986841,1.02614,1.02818,1.02374,1.02235,1.0292,1.01284,1.00259,1.00157,1.00538,1.02338,1.00283,1.00093,1.01585,1.01279,1.02004,1.02052,1.01248,0.986063,0.983882,0.984527,0.98485,0.987472,0.986314,0.985332,0.985665,1.03135,1.03037,1.02808,1.02225,1.02808,1.01984,1.01702,1.01675,1.01475,1.00861,1.00714,1.00016,1.01599,1.00906,1.00728,1.00988,1.0321,1.03126,1.0299,1.02313,1.00773,1.00155,1.00139,1.00602,
61,1.03586,1.03524,1.03567,1.03546,1.03414,1.0343,1.03446,1.03531,1.03536,1.03606,1.03647,1.03012,1.00946,1.00838,1.00966,1.01916,1.0206,1.02147,1.01825,1.01774,1.01775,1.01891,1.0098,1.01813,0.989309,0.990781,0.982575,0.995728,1.01361,1.0142,1.01064,0.999163,1.0082,1.00851,1.00287,1.0268,1.03546,1.02672,1.02679,1.03217,1.02723,1.02279,1.02376,1.02878,1.01724,1.02791,1.02823,1.0196,1.00877,1.00366,1.00422,1.00742,1.01604,1.01357,1.01428,1.01608,1.03127,1.03963,1.03911,1.03135,1.00928,1.00494,1.004,1.00682,1.00812,1.00882,1.00908,1.00934,1.01096,1.01468,1.0154,1.01169,0.991145,0.993343,0.992147,0.991438,0.98521,0.987946,0.986717,0.984641,0.999311,1.00294,1.00326,1.00106,
62,1.03586,1.03493,1.0356,1.03559,1.03229,1.03245,1.0327,1.03371,1.03407,1.03472,1.03514,1.01476,1.01302,1.00963,1.01464,1.02616,1.02573,1.0272,1.02447,1.01517,1.02899,1.03096,1.00657,1.01766,0.997367,0.999232,0.991319,1.00886,1.02929,1.02989,1.02589,0.992647,1.00656,1.00821,0.992636,1.02443,1.02975,1.02429,1.02445,1.02394,1.03232,1.02753,1.02921,1.03136,1.00815,1.02427,1.02641,1.01671,1.00346,0.998071,0.99884,1.00337,1.0213,1.0202,1.02094,1.02245,1.03576,1.03765,1.03587,1.03037,1.00494,0.996968,0.995675,1.00227,1.00203,1.00383,1.00408,1.00434,1.00349,1.00048,1.00052,1.00107,0.972525,0.974356,0.974409,0.968664,0.958434,0.962313,0.962085,0.959169,0.967212,0.975864,0.97798,0.977258,
63,1.03471,1.03378,1.03446,1.03442,1.03133,1.03147,1.03168,1.03269,1.03335,1.03399,1.03439,1.01307,1.01197,1.00838,1.01288,1.02477,1.02436,1.02579,1.02279,1.01284,1.02689,1.02897,1.0036,1.01716,0.996428,0.998341,0.990083,1.00737,1.02778,1.02836,1.02424,0.989808,1.00469,1.00635,0.990165,1.02379,1.028,1.02279,1.02297,1.0221,1.03117,1.0259,1.0276,1.02964,1.0066,1.02293,1.02518,1.0158,1.00163,0.996448,0.997232,1.00148,1.01917,1.01808,1.01879,1.02021,1.03402,1.03556,1.03363,1.02808,1.004,0.995675,0.994246,1.00079,1.00087,1.00255,1.00265,1.00266,1.00191,0.998276,0.998175,0.998848,0.970036,0.971779,0.9719,0.966044,0.956618,0.960482,0.960254,0.957187,0.964479,0.973136,0.975361,0.974842,
64,1.02686,1.02636,1.02681,1.02654,1.02651,1.02643,1.02644,1.02714,1.02868,1.02922,1.02946,1.01695,1.00542,1.0032,1.00251,1.00976,1.01427,1.01529,1.01107,1.00398,1.01017,1.01186,0.997157,1.01198,0.985024,0.987041,0.977719,0.989375,1.00929,1.0095,1.00538,0.987925,0.998689,0.998765,0.99066,1.01686,1.02099,1.01618,1.0164,1.01745,1.01897,1.01384,1.01466,1.01847,1.00553,1.01895,1.01956,1.00929,1.00383,0.99974,1.00015,1.00143,1.01049,1.00802,1.00831,1.00947,1.02337,1.03101,1.03024,1.02225,1.00682,1.00227,1.00079,1.00118,1.00217,1.00267,1.00229,1.00083,1.00256,1.00343,1.00385,1.00195,0.977894,0.980517,0.979617,0.975991,0.968572,0.972505,0.971931,0.969212,0.982835,0.988712,0.989944,0.987891,
65,1.02508,1.02464,1.02498,1.02461,1.02481,1.02485,1.02493,1.02567,1.02569,1.02635,1.02671,1.0094,1.00588,1.00314,1.00393,1.00748,1.01632,1.01779,1.01301,1.00089,1.01682,1.01827,1.00073,1.00415,0.981157,0.983703,0.975385,0.984644,1.01493,1.01457,1.01036,0.990533,1.00222,1.00184,0.992901,1.00434,1.01449,1.01254,1.01266,1.01016,1.01823,1.01413,1.0151,1.01977,0.999897,1.01584,1.0167,1.00313,1.00426,0.998432,0.998809,1.00087,1.01725,1.01419,1.01418,1.01538,1.02772,1.03696,1.03672,1.02808,1.00812,1.00203,1.00087,1.00217,1.0016,1.00402,1.00424,1.00201,1.00478,1.00827,1.00931,1.00776,0.976086,0.981677,0.98078,0.975858,0.963166,0.969454,0.969022,0.966887,0.990005,0.997837,0.998969,0.994572,
66,1.02514,1.02474,1.02498,1.02453,1.02531,1.02535,1.02541,1.02613,1.02601,1.02673,1.02704,1.01886,1.00363,1.0022,0.999632,1.00736,1.01134,1.01203,1.00732,1.0024,1.00595,1.00681,0.99719,1.00584,0.980546,0.982418,0.973255,0.980938,1.00402,1.00394,0.999937,0.98726,0.998691,0.998072,0.992888,1.00988,1.01847,1.014,1.01394,1.01537,1.01519,1.00974,1.01037,1.01591,1.00508,1.01483,1.01491,1.00629,1.00269,0.998407,0.998839,0.99953,1.00785,1.0048,1.00495,1.00602,1.01918,1.02813,1.0278,1.01984,1.00882,1.00383,1.00255,1.00267,1.00402,1.00477,1.00456,1.00272,1.00566,1.00955,1.01025,1.00641,0.983822,0.987824,0.986569,0.984477,0.976754,0.981723,0.980828,0.978346,0.996237,1.00114,1.00172,0.998368,
67,1.02437,1.02401,1.02422,1.02373,1.02493,1.02495,1.02497,1.02564,1.02582,1.02654,1.0268,1.01986,1.00313,1.00181,0.998269,1.00678,1.00985,1.01036,1.0055,1.00138,1.00294,1.00376,0.994962,1.00557,0.979896,0.981771,0.972179,0.979616,1.00148,1.00144,0.997418,0.98519,0.996999,0.996322,0.991393,1.01004,1.01779,1.01329,1.01321,1.01492,1.0139,1.00801,1.00857,1.01413,1.00518,1.01393,1.01394,1.00638,1.00171,0.997916,0.998352,0.998483,1.0051,1.00206,1.00222,1.00322,1.01661,1.02531,1.02491,1.01702,1.00908,1.00408,1.00265,1.00229,1.00424,1.00456,1.00414,1.00214,1.00522,1.00866,1.00922,1.00515,0.983212,0.98689,0.985595,0.983732,0.977646,0.982424,0.981451,0.978709,0.995715,1.00022,1.00083,0.997792,
68,1.02076,1.02049,1.02074,1.02026,1.02201,1.02193,1.02187,1.02243,1.02346,1.02408,1.02426,1.01223,1.00304,1.00092,0.997747,1.00319,1.0094,1.01019,1.00493,0.996155,1.00363,1.00492,0.992067,1.00241,0.97803,0.980541,0.970763,0.978561,1.00338,1.00313,0.998905,0.98293,0.994604,0.993887,0.987183,1.00377,1.01081,1.00882,1.00887,1.00762,1.01167,1.00618,1.00675,1.01151,0.999332,1.01144,1.01177,1.0016,1.00188,0.998137,0.998417,0.997903,1.00652,1.00337,1.00329,1.00416,1.01658,1.02543,1.02509,1.01675,1.00934,1.00434,1.00266,1.00083,1.00201,1.00272,1.00214,0.999198,1.00246,1.00468,1.00533,1.00289,0.975294,0.979722,0.978555,0.974476,0.967028,0.972578,0.971954,0.969089,0.989021,0.995165,0.996304,0.992914,
69,1.0228,1.02252,1.02262,1.02201,1.02389,1.024,1.02401,1.02466,1.02413,1.02496,1.02522,1.0159,1.00425,1.00254,0.998402,1.00712,1.00988,1.01023,1.00472,0.998453,1.00315,1.00374,0.993232,1.00026,0.978259,0.980554,0.970709,0.976252,1.00279,1.00251,0.998401,0.981944,0.996565,0.995756,0.989165,1.00219,1.01252,1.01029,1.01003,1.00919,1.01285,1.00633,1.00699,1.01285,1.00157,1.01004,1.0104,1.0036,0.999139,0.995116,0.99565,0.995483,1.00462,1.00143,1.00144,1.00232,1.015,1.02266,1.02221,1.01475,1.01096,1.00349,1.00191,1.00256,1.00478,1.00566,1.00522,1.00246,1.00618,1.00916,1.00969,1.00591,0.978544,0.983467,0.982319,0.979679,0.974104,0.980107,0.979048,0.975979,0.996426,1.00174,1.00255,0.999063,
70,1.02202,1.02181,1.02164,1.02079,1.02441,1.02451,1.02441,1.02491,1.02448,1.02535,1.02549,1.01101,1.00957,1.00617,0.999699,1.01303,1.01244,1.01211,1.00543,0.995566,1.00536,1.00557,0.988214,1.00141,0.985837,0.988084,0.976893,0.978671,1.0088,1.00834,1.0041,0.975642,1.00078,1.00025,0.987238,0.99997,1.00787,1.0091,1.00866,1.00381,1.01589,1.00734,1.00839,1.01304,1.00027,1.00698,1.00848,1.00684,0.991188,0.987709,0.988729,0.987961,1.00182,0.999579,0.999496,0.999593,1.01324,1.01567,1.01433,1.00861,1.01468,1.00048,0.998276,1.00343,1.00827,1.00955,1.00866,1.00468,1.00916,1.00815,1.00775,1.00454,0.972325,0.977721,0.977518,0.97502,0.973605,0.980656,0.979309,0.975074,0.991929,0.998422,0.999931,0.997237,
71,1.02308,1.02288,1.02273,1.0219,1.02543,1.02557,1.02547,1.02597,1.02546,1.02636,1.02649,1.01256,1.01075,1.00743,1.0007,1.01532,1.01287,1.0123,1.00562,0.996961,1.00469,1.00485,0.987954,1.00261,0.987326,0.989585,0.978065,0.980072,1.00858,1.00827,1.0041,0.974451,1.00037,1.00003,0.986483,1.00188,1.00922,1.01029,1.0098,1.00515,1.0171,1.00793,1.00901,1.01353,1.00146,1.00725,1.00886,1.00859,0.990824,0.987717,0.988804,0.987922,1.00043,0.998252,0.998258,0.998458,1.01241,1.01393,1.01246,1.00714,1.0154,1.00052,0.998175,1.00385,1.00931,1.01025,1.00922,1.00533,1.00969,1.00775,1.00718,1.00404,0.971327,0.976294,0.976146,0.973887,0.974731,0.981434,0.979957,0.975446,0.991182,0.997287,0.998864,0.996719,
72,1.02379,1.02354,1.02357,1.02293,1.025,1.02523,1.02524,1.02584,1.02502,1.02595,1.02613,1.02361,1.00583,1.00489,0.997223,1.01496,1.00648,1.00548,1.00004,1.00117,0.992831,0.992815,0.986498,1.00265,0.983794,0.985558,0.973774,0.978699,0.995332,0.995635,0.991786,0.971796,0.990803,0.990567,0.982927,1.00952,1.01574,1.01229,1.01167,1.01285,1.01301,1.00328,1.0039,1.00936,1.00596,1.00629,1.0068,1.00947,0.992031,0.990455,0.991402,0.990066,0.991548,0.989035,0.989428,0.990279,1.00378,1.00638,1.00509,1.00016,1.01169,1.00107,0.998848,1.00195,1.00776,1.00641,1.00515,1.00289,1.00591,1.00454,1.00404,0.999337,0.976573,0.978553,0.977766,0.977449,0.98252,0.986607,0.984918,0.980445,0.991165,0.994033,0.994979,0.994329,
73,0.993812,0.993045,0.992985,0.991963,0.99704,0.995867,0.995288,0.995681,1.00273,1.00234,1.00208,0.936065,0.997487,0.983864,0.984916,0.982422,1.01122,1.01527,1.00657,0.952765,1.02991,1.03463,0.965269,0.992509,0.984346,0.987647,0.978199,0.983761,1.04147,1.03908,1.03182,0.964425,1.00092,1.00061,0.966993,0.972257,0.961291,0.976597,0.977676,0.953128,1.00524,1.00175,1.00431,1.00069,0.957376,0.991135,0.996814,0.975952,0.970012,0.963323,0.96419,0.96569,1.0182,1.01852,1.01715,1.0147,1.02944,1.02889,1.02536,1.01599,0.991145,0.972525,0.970036,0.977894,0.976086,0.983822,0.983212,0.975294,0.978544,0.972325,0.971327,0.976573,0.937156,0.945658,0.947917,0.937911,0.909237,0.920467,0.922123,0.920053,0.924511,0.945526,0.949978,0.943948,
74,0.998136,0.997374,0.997137,0.995947,1.00177,1.0007,1.00011,1.00052,1.007,1.00679,1.00651,0.949688,0.997998,0.985684,0.983343,0.987747,1.00922,1.01213,1.00372,0.958067,1.02166,1.02527,0.964805,0.997855,0.987391,0.989918,0.979705,0.983934,1.0327,1.03085,1.02421,0.963365,1.00166,1.00139,0.970649,0.982151,0.970354,0.982539,0.98337,0.962999,1.00688,1.00141,1.0038,1.00128,0.966817,0.993609,0.998666,0.985003,0.968258,0.962858,0.963955,0.964607,1.00956,1.01023,1.0092,1.00664,1.02269,1.0204,1.01668,1.00906,0.993343,0.974356,0.971779,0.980517,0.981677,0.987824,0.98689,0.979722,0.983467,0.977721,0.976294,0.978553,0.945658,0.952945,0.954989,0.94769,0.924919,0.935317,0.936249,0.933469,0.935269,0.953238,0.95705,0.952054,
75,0.996125,0.995371,0.995102,0.993876,0.999906,0.998775,0.998172,0.998568,1.00516,1.00488,1.0046,0.950541,0.995313,0.983489,0.980329,0.984488,1.00621,1.0091,1.00088,0.956814,1.01776,1.02121,0.963601,0.997104,0.985526,0.987807,0.97774,0.98129,1.02791,1.02602,1.01949,0.96311,0.999887,0.999403,0.970628,0.982107,0.969682,0.981202,0.98205,0.962821,1.00382,0.998626,1.00083,0.998651,0.966995,0.992501,0.997119,0.983828,0.967728,0.962575,0.963624,0.963966,1.00712,1.00767,1.00662,1.00399,1.01991,1.01873,1.01517,1.00728,0.992147,0.974409,0.9719,0.979617,0.98078,0.986569,0.985595,0.978555,0.982319,0.977518,0.976146,0.977766,0.947917,0.954989,0.95684,0.95011,0.927332,0.937405,0.938335,0.9357,0.936673,0.9541,0.957706,0.952664,
76,0.986526,0.985905,0.985303,0.983722,0.99192,0.990616,0.989885,0.990118,0.997299,0.996811,0.996431,0.92863,0.995465,0.980266,0.97854,0.976432,1.00752,1.0114,1.0016,0.943795,1.02661,1.03069,0.959483,0.986832,0.982566,0.985839,0.975951,0.976513,1.04082,1.03781,1.03005,0.959571,1.00216,1.00118,0.966552,0.96263,0.950671,0.96882,0.96978,0.942818,0.999212,0.995468,0.998089,0.994918,0.954373,0.984836,0.990605,0.973506,0.960317,0.953161,0.954352,0.955392,1.01438,1.01519,1.01344,1.00987,1.02399,1.02252,1.01888,1.00988,0.991438,0.968664,0.966044,0.975991,0.975858,0.984477,0.983732,0.974476,0.979679,0.97502,0.973887,0.977449,0.937911,0.94769,0.95011,0.941687,0.912473,0.925013,0.926353,0.924377,0.929903,0.951508,0.955819,0.948711,
77,0.980097,0.979599,0.979032,0.977372,0.985559,0.984726,0.984065,0.984362,0.990754,0.990777,0.990635,0.905146,0.99138,0.974685,0.98168,0.966137,1.01181,1.01868,1.00687,0.931804,1.04603,1.05263,0.963107,0.953897,0.958892,0.964872,0.957726,0.960221,1.05903,1.05406,1.04358,0.961103,0.998171,0.996263,0.958646,0.915559,0.926727,0.952034,0.95285,0.916144,0.993119,0.993033,0.996353,0.995994,0.9302,0.976979,0.984295,0.950167,0.957417,0.943746,0.944579,0.94986,1.03563,1.0337,1.03102,1.02859,1.0425,1.05191,1.0494,1.0321,0.98521,0.958434,0.956618,0.968572,0.963166,0.976754,0.977646,0.967028,0.974104,0.973605,0.974731,0.98252,0.909237,0.924919,0.927332,0.912473,0.880381,0.894777,0.896082,0.89481,0.931321,0.955676,0.960214,0.948814,
78,0.986724,0.986165,0.985481,0.983669,0.992455,0.991609,0.990925,0.991297,0.997588,0.997704,0.997575,0.918253,0.992626,0.977052,0.981912,0.970741,1.0126,1.01865,1.00723,0.937699,1.04275,1.04867,0.965624,0.9636,0.962475,0.967627,0.959969,0.961443,1.05341,1.04924,1.03972,0.964115,1.0026,1.00081,0.965379,0.928641,0.937738,0.960236,0.961001,0.927687,0.997596,0.996304,0.99959,1.00022,0.940701,0.983805,0.990608,0.960155,0.958907,0.946224,0.947201,0.951728,1.03037,1.02884,1.0267,1.02459,1.04162,1.0503,1.04767,1.03126,0.987946,0.962313,0.960482,0.972505,0.969454,0.981723,0.982424,0.972578,0.980107,0.980656,0.981434,0.986607,0.920467,0.935317,0.937405,0.925013,0.894777,0.909167,0.910111,0.908365,0.941475,0.963816,0.967826,0.957168,
79,0.986832,0.986216,0.985583,0.983818,0.992233,0.991345,0.990665,0.991068,0.997612,0.997663,0.997529,0.919093,0.991775,0.976459,0.981093,0.970896,1.01168,1.01766,1.00659,0.938238,1.04135,1.04729,0.964972,0.965757,0.963612,0.9685,0.96074,0.962865,1.05182,1.04784,1.03842,0.963714,1.00188,1.00019,0.965081,0.932492,0.939212,0.961011,0.96182,0.929303,0.997509,0.996139,0.999398,0.999768,0.941749,0.984135,0.990846,0.96104,0.958828,0.946778,0.947742,0.95205,1.02846,1.02718,1.02518,1.02309,1.0406,1.04895,1.04616,1.0299,0.986717,0.962085,0.960254,0.971931,0.969022,0.980828,0.981451,0.971954,0.979048,0.979309,0.979957,0.984918,0.922123,0.936249,0.938335,0.926353,0.896082,0.910111,0.911127,0.909425,0.939622,0.961691,0.965662,0.955397,
80,0.9832,0.982633,0.981957,0.980156,0.988881,0.987941,0.987217,0.987553,0.99468,0.994617,0.994401,0.915988,0.990029,0.97437,0.978171,0.969197,1.00839,1.01416,1.00306,0.935743,1.0365,1.04237,0.960595,0.964488,0.963418,0.968307,0.960129,0.962154,1.04919,1.04513,1.03547,0.959077,0.998505,0.996807,0.961051,0.931693,0.935882,0.957759,0.958555,0.926168,0.994242,0.992372,0.995583,0.995363,0.939981,0.980525,0.987334,0.959836,0.954691,0.943309,0.944351,0.948397,1.02348,1.02269,1.02063,1.01809,1.03515,1.0418,1.03863,1.02313,0.984641,0.959169,0.957187,0.969212,0.966887,0.978346,0.978709,0.969089,0.975979,0.975074,0.975446,0.980445,0.920053,0.933469,0.9357,0.924377,0.89481,0.908365,0.909425,0.907854,0.934493,0.956366,0.960443,0.950804,
81,1.01667,1.0162,1.01571,1.01405,1.02037,1.0205,1.02021,1.02104,1.02263,1.02411,1.02417,0.970827,1.00332,0.993134,0.992152,1.00596,1.0145,1.01566,1.00443,0.96957,1.018,1.02071,0.969633,0.981221,0.970741,0.975289,0.964804,0.966766,1.02613,1.02508,1.01875,0.957242,0.998318,0.998585,0.968116,0.959141,0.978718,0.989521,0.989213,0.968398,1.01793,1.00443,1.00785,1.01278,0.972153,0.996119,1.00258,0.995455,0.957079,0.947758,0.94969,0.953509,0.999482,0.997699,0.997342,0.997431,1.0224,1.01991,1.0164,1.00773,0.999311,0.967212,0.964479,0.982835,0.990005,0.996237,0.995715,0.989021,0.996426,0.991929,0.991182,0.991165,0.924511,0.935269,0.936673,0.929903,0.931321,0.941475,0.939622,0.934493,0.964332,0.975544,0.978338,0.974314,
82,1.02246,1.02197,1.0215,1.01998,1.02532,1.02551,1.02532,1.02621,1.02652,1.02799,1.0281,0.993569,1.00324,0.996097,0.990937,1.01188,1.01079,1.01056,1.00076,0.981028,1.00648,1.00758,0.97259,0.99543,0.97696,0.979748,0.96839,0.968732,1.01196,1.01158,1.00651,0.96016,0.998641,0.99883,0.97513,0.987333,0.997029,1.00063,1.00014,0.988963,1.01863,1.00421,1.00691,1.01293,0.988555,1.00109,1.00562,1.0071,0.962783,0.956279,0.958239,0.960012,0.990783,0.989202,0.989266,0.989294,1.01372,1.01174,1.00863,1.00155,1.00294,0.975864,0.973136,0.988712,0.997837,1.00114,1.00022,0.995165,1.00174,0.998422,0.997287,0.994033,0.945526,0.953238,0.9541,0.951508,0.955676,0.963816,0.961691,0.956366,0.975544,0.983493,0.985572,0.983036,
83,1.02373,1.02323,1.0228,1.02136,1.02612,1.02635,1.02622,1.02714,1.02704,1.02852,1.02867,0.998869,1.00284,0.996585,0.991054,1.0128,1.01,1.00962,1.00032,0.984108,1.00444,1.00526,0.974233,0.99668,0.977093,0.97961,0.968311,0.968932,1.00906,1.00879,1.00392,0.961484,0.998178,0.998296,0.976636,0.991818,1.00115,1.00289,1.00235,0.993595,1.01828,1.00414,1.00663,1.01306,0.991776,1.00221,1.0062,1.00851,0.965239,0.959183,0.961073,0.962633,0.989974,0.988285,0.98844,0.988587,1.01248,1.01127,1.00836,1.00139,1.00326,0.97798,0.975361,0.989944,0.998969,1.00172,1.00083,0.996304,1.00255,0.999931,0.998864,0.994979,0.949978,0.95705,0.957706,0.955819,0.960214,0.967826,0.965662,0.960443,0.978338,0.985572,0.987404,0.985075,
84,1.01924,1.01878,1.01845,1.01711,1.02173,1.02191,1.02174,1.02258,1.0232,1.02451,1.02467,0.990528,1.00125,0.994525,0.991449,1.00691,1.00997,1.01049,1.00146,0.980002,1.0082,1.00973,0.975265,0.988814,0.97219,0.975557,0.9651,0.967828,1.01296,1.01232,1.00701,0.962585,0.996219,0.996085,0.974105,0.980143,0.993551,0.99743,0.997048,0.985772,1.01458,1.00284,1.00526,1.01123,0.984801,1.00032,1.00432,1.00035,0.967789,0.960707,0.962314,0.964693,0.995661,0.993575,0.993519,0.993887,1.01575,1.01672,1.01412,1.00602,1.00106,0.977258,0.974842,0.987891,0.994572,0.998368,0.997792,0.992914,0.999063,0.997237,0.996719,0.994329,0.943948,0.952054,0.952664,0.948711,0.948814,0.957168,0.955397,0.950804,0.974314,0.983036,0.985075,0.981715,
